Year,Season,T_mean,T_max,T_min,RH_min,Wind_max,Precip,RedFlag,SantaAna,DiurnalRange,Station,Total_Fires,Total_Acres_Burned,Max_Acres_Burned,PDSI,ONI,ENSO_Phase,ENSO_Phase_Code
2016,Spring,66.98052808302808,82.52736263736263,53.70362637362637,2.0,23.0,1.1799999999999995,0,0,28.823736263736254,DVLC1,1.0,2304.0,2304.0,-5.303333333333334,0.94,El Nino,1.0
2016,Summer,75.67195666494815,93.3145652173913,60.50010869565217,4.0,20.0,0.0,0,0,32.81445652173913,DVLC1,1.0,32580.44,32580.44,-5.66,-0.36,Neutral,0.0
2016,Winter,58.283064980533226,70.72966292134831,47.79876404494382,8.0,24.0,5.390000000000001,0,0,22.930898876404484,DVLC1,0.0,0.0,0.0,-4.916666666666667,2.48,El Nino,1.0
2017,Fall,64.75646600790513,78.46891304347827,54.34771739130434,1.0,23.0,0.01,0,0,24.121195652173924,DVLC1,1.0,281893.0,281893.0,-3.8666666666666663,-0.65,La Nina,-1.0
2017,Spring,67.27013298295907,82.16516483516483,54.25252747252747,6.0,21.0,0.1600000000000001,0,0,27.91263736263736,DVLC1,0.0,0.0,0.0,-2.2933333333333334,0.2,Neutral,0.0
2017,Summer,76.4410272920605,92.97847826086957,63.12967391304348,6.0,15.99,0.1099999999999994,0,0,29.84880434782608,DVLC1,0.0,0.0,0.0,-3.0966666666666662,0.14,Neutral,0.0
2017,Winter,54.69857145732689,65.84355555555555,45.50066666666667,11.0,34.0,13.419999999999998,0,0,20.342888888888886,DVLC1,0.0,0.0,0.0,-1.3266666666666669,-0.34,Neutral,0.0
2018,Fall,61.37591920289855,73.70652173913044,51.5975,3.0,24.99,3.09,0,0,22.109021739130434,DVLC1,2.0,101330.0,96949.0,-4.3500000000000005,0.76,El Nino,1.0
2018,Spring,65.03452799012581,79.34054945054945,52.933516483516485,7.0,21.0,0.1100000000000003,0,0,26.40703296703296,DVLC1,0.0,0.0,0.0,-4.553333333333334,-0.5,La Nina,-1.0
2018,Summer,77.28776268115942,94.31565217391304,63.36913043478261,5.0,14.99,0.0,0,0,30.94652173913044,DVLC1,0.0,0.0,0.0,-4.833333333333333,0.09,Neutral,0.0
2018,Winter,57.23389694041868,69.07733333333333,47.367555555555555,6.0,23.0,6.83,0,0,21.709777777777777,DVLC1,0.0,0.0,0.0,-4.63,-0.92,La Nina,-1.0
2019,Fall,60.0036865942029,72.70739130434782,49.781956521739126,1.0,24.0,6.81,0,0,22.925434782608697,DVLC1,2.0,12374.0,9999.0,0.9433333333333334,0.35,Neutral,0.0
2019,Spring,63.12171504220417,75.93406593406593,52.76956043956043,8.0,18.01,1.1899999999999975,0,0,23.16450549450549,DVLC1,0.0,0.0,0.0,1.5633333333333332,0.66,El Nino,1.0
2019,Summer,75.6208740942029,91.8258695652174,62.11913043478261,6.0,15.99,0.0,0,0,29.706739130434777,DVLC1,0.0,0.0,0.0,1.5333333333333332,0.28,Neutral,0.0
2019,Winter,52.43062643777318,62.133111111111106,44.489777777777775,11.0,22.01,14.170000000000002,0,0,17.64333333333333,DVLC1,0.0,0.0,0.0,1.4466666666666663,0.75,El Nino,1.0
2020,Fall,62.93603260869565,76.73913043478261,51.91304347826087,3.0,25.0,1.29,1,1,24.826086956521745,DVLC1,0.0,0.0,0.0,-1.67,-1.17,La Nina,-1.0
2020,Spring,66.75743131868133,80.60417582417583,55.02252747252747,5.0,19.0,3.629999999999999,0,0,25.58164835164835,DVLC1,0.0,0.0,0.0,1.5599999999999998,0.19,Neutral,0.0
2020,Summer,77.58722067699829,95.65217391304348,62.880434782608695,5.0,16.0,0.0,0,0,32.77173913043479,DVLC1,0.0,0.0,0.0,-0.3066666666666666,-0.41,Neutral,0.0
2020,Winter,55.14593904284121,67.24164835164835,45.42857142857143,7.0,25.99,4.990000000000001,1,0,21.81307692307692,DVLC1,0.0,0.0,0.0,-0.71,0.5,El Nino,1.0
2021,Fall,60.19263232514178,73.07608695652173,50.141304347826086,3.0,23.0,8.56,0,0,22.93478260869565,DVLC1,0.0,0.0,0.0,-4.846666666666667,-0.81,La Nina,-1.0
2021,Spring,67.08635205374337,82.92307692307692,53.56043956043956,3.0,16.0,0.0,0,0,29.36263736263736,DVLC1,0.0,0.0,0.0,-5.763333333333333,-0.66,La Nina,-1.0
2021,Summer,75.99926575537988,93.06521739130434,62.22826086956522,4.0,18.0,0.0,0,0,30.836956521739125,DVLC1,0.0,0.0,0.0,-7.19,-0.4,Neutral,0.0
2021,Winter,55.9752616747182,68.0,45.9,4.0,24.0,2.12,0,0,22.1,DVLC1,0.0,0.0,0.0,-3.1833333333333336,-1.05,La Nina,-1.0
2022,Fall,59.09261129602663,71.3804347826087,49.45652173913044,6.0,23.0,5.9,0,0,21.923913043478265,DVLC1,0.0,0.0,0.0,-2.813333333333333,-0.99,La Nina,-1.0
2022,Spring,68.36640740212168,83.3076923076923,55.02197802197802,5.0,21.0,0.1899999999999995,0,0,28.285714285714285,DVLC1,0.0,0.0,0.0,-4.773333333333333,-1.06,La Nina,-1.0
2022,Summer,78.38185657558218,95.16304347826087,64.73913043478261,7.0,14.01,0.5899999999999999,0,0,30.423913043478265,DVLC1,0.0,0.0,0.0,-4.996666666666667,-0.81,La Nina,-1.0
2022,Winter,58.49518921095008,70.36666666666666,48.31111111111111,5.0,22.0,1.6099999999999994,0,0,22.05555555555555,DVLC1,0.0,0.0,0.0,-4.01,-0.97,La Nina,-1.0
2023,Fall,62.028949275362315,74.59782608695652,52.53260869565217,6.0,24.0,3.78,0,0,22.065217391304344,DVLC1,1.0,2715.0,2715.0,1.5233333333333334,1.78,El Nino,1.0
2023,Spring,61.37939958592133,74.23076923076923,51.40659340659341,12.0,17.0,0.5,0,0,22.824175824175818,DVLC1,0.0,0.0,0.0,3.5766666666666667,0.16,Neutral,0.0
2023,Summer,74.93161231884058,90.31521739130434,62.45652173913044,10.0,14.01,5.420000000000002,0,0,27.858695652173907,DVLC1,0.0,0.0,0.0,3.11,1.07,El Nino,1.0
2023,Winter,50.64981078904992,59.888888888888886,42.86666666666667,10.0,20.0,20.93,0,0,17.02222222222222,DVLC1,0.0,0.0,0.0,3.7533333333333334,-0.68,La Nina,-1.0
2024,Fall,62.006576086956514,76.6195652173913,51.01086956521739,5.0,23.0,0.11,0,0,25.608695652173907,DVLC1,2.0,23939.06,19902.06,-1.8766666666666667,-0.26,Neutral,0.0
2024,Spring,63.34065934065934,77.54945054945055,51.76923076923077,11.0,16.0,1.3000000000000007,0,0,25.780219780219788,DVLC1,0.0,0.0,0.0,2.796666666666667,0.71,El Nino,1.0
2024,Summer,77.3623188405797,94.67391304347828,62.95652173913044,7.0,14.01,0.0,0,0,31.717391304347828,DVLC1,0.0,0.0,0.0,0.9633333333333332,0.04,Neutral,0.0
2024,Winter,53.23932951106864,64.34065934065934,44.582417582417584,13.0,25.0,14.090000000000002,1,1,19.75824175824176,DVLC1,0.0,0.0,0.0,2.306666666666666,1.78,El Nino,1.0
2025,Winter,55.74541062801932,67.5,46.22222222222222,3.0,24.0,6.0,0,0,21.27777777777778,DVLC1,0.0,0.0,0.0,-3.223333333333333,-0.59,La Nina,-1.0
2000,Fall,60.30435151819317,69.82428571428572,52.440219780219785,4.0,23.0,11.66,0,0,17.384065934065937,LCBC1,0.0,0.0,0.0,-0.3533333333333333,-0.63,La Nina,-1.0
2000,Spring,62.3466790272692,71.50516483516483,54.638681318681314,7.0,21.05,0.0,0,0,16.86648351648352,LCBC1,1.0,1024.24,1024.24,1.38,-0.81,La Nina,-1.0
2000,Summer,67.34258506106504,77.19868131868132,59.440219780219785,16.0,20.02,0.0,0,0,17.75846153846154,LCBC1,0.0,0.0,0.0,0.8366666666666666,-0.55,La Nina,-1.0
2000,Winter,57.26069712844896,65.86045977011494,50.40068965517241,8.0,20.02,0.0,0,0,15.459770114942536,LCBC1,0.0,0.0,0.0,-0.2733333333333332,-1.66,La Nina,-1.0
2001,Fall,59.597685506455534,68.19911111111111,52.955,14.0,23.0,3.74,0,0,15.24411111111111,LCBC1,0.0,0.0,0.0,-0.47,-0.29,Neutral,0.0
2001,Spring,60.94004808506651,69.38168539325844,53.482696629213486,9.0,18.99,0.8599999999999994,0,0,15.898988764044953,LCBC1,0.0,0.0,0.0,0.6166666666666667,-0.34,Neutral,0.0
2001,Summer,65.31767197816927,75.04228260869566,57.90054347826087,33.0,28.01,0.0,0,0,17.141739130434786,LCBC1,0.0,0.0,0.0,-0.3233333333333333,-0.08,Neutral,0.0
2001,Winter,55.71557525123557,64.2867816091954,48.220000000000006,6.0,28.99,24.35,0,1,16.066781609195395,LCBC1,0.0,0.0,0.0,1.26,-0.68,La Nina,-1.0
2002,Fall,61.373782338512896,70.18651162790698,53.932325581395354,6.0,22.01,4.35,0,0,16.254186046511627,LCBC1,0.0,0.0,0.0,-1.096666666666667,1.21,El Nino,1.0
2002,Spring,59.96605943452416,68.76846153846154,52.34043956043955,18.0,21.0,0.1900000000000012,0,0,16.42802197802198,LCBC1,1.0,21641.14,21641.14,-4.323333333333333,0.2,Neutral,0.0
2002,Summer,65.3741828685967,74.52152173913043,57.32380434782608,17.0,21.0,0.0700000000000002,0,0,17.19771739130435,LCBC1,0.0,0.0,0.0,-5.403333333333333,0.79,El Nino,1.0
2002,Winter,57.20536280404696,67.00922222222222,49.02277777777778,6.0,21.0,1.9899999999999984,0,0,17.986444444444437,LCBC1,0.0,0.0,0.0,-2.033333333333333,-0.15,Neutral,0.0
2003,Fall,60.78400421962026,70.28304347826086,53.23967391304348,6.0,18.99,1.52,0,0,17.043369565217382,LCBC1,3.0,180005.68,107540.4,-0.88,0.29,Neutral,0.0
2003,Spring,59.72342916902536,67.92241758241758,52.61527472527472,20.0,77.0,2.3099999999999987,0,0,15.307142857142855,LCBC1,0.0,0.0,0.0,1.97,-0.04,Neutral,0.0
2003,Summer,67.39466083620003,76.25923913043479,59.90217391304348,30.0,62.99,0.0099999999999997,0,0,16.357065217391316,LCBC1,0.0,0.0,0.0,0.9666666666666668,0.08,Neutral,0.0
2003,Winter,60.84321302569593,69.68911111111112,53.31155555555556,7.0,48.0,7.370000000000001,1,1,16.37755555555556,LCBC1,0.0,0.0,0.0,-0.0066666666666666,0.92,El Nino,1.0
2004,Fall,60.32512413179527,69.14010869565217,53.14293478260869,7.0,44.0,5.68,0,0,15.997173913043484,LCBC1,0.0,0.0,0.0,3.1133333333333333,0.67,El Nino,1.0
2004,Spring,62.84733618825126,71.96692307692308,54.450879120879115,8.0,78.99,0.0,0,0,17.516043956043966,LCBC1,0.0,0.0,0.0,-2.8533333333333335,0.17,Neutral,0.0
2004,Summer,67.63042431181744,77.15195652173912,59.4354347826087,6.0,87.98,0.0199999999999995,0,0,17.71652173913042,LCBC1,0.0,0.0,0.0,-3.463333333333334,0.47,Neutral,0.0
2004,Winter,57.68862752840665,66.69098901098901,50.32967032967033,8.0,44.98,6.930000000000001,1,0,16.361318681318686,LCBC1,0.0,0.0,0.0,-1.66,0.37,Neutral,0.0
2005,Fall,61.5575689308014,70.15358695652174,54.22913043478261,1.0,180.99,2.5,5,0,15.924456521739124,LCBC1,0.0,0.0,0.0,3.5833333333333335,-0.29,Neutral,0.0
2005,Spring,60.49655037730282,68.86934065934065,52.68263736263736,9.0,178.98,1.4199999999999982,0,0,16.186703296703293,LCBC1,0.0,0.0,0.0,5.34,0.43,Neutral,0.0
2005,Summer,65.36638255018454,74.8145652173913,57.804456521739134,11.0,20.0,0.0,0,0,17.01010869565217,LCBC1,0.0,0.0,0.0,4.416666666666667,-0.06,Neutral,0.0
2005,Winter,58.5136605325836,66.49337078651685,51.87719101123595,8.0,23.0,15.760000000000002,0,0,14.616179775280898,LCBC1,0.0,0.0,0.0,6.346666666666667,0.64,El Nino,1.0
2006,Fall,62.151594920580365,72.1525,54.01097826086957,5.0,187.01,1.25,2,1,18.141521739130432,LCBC1,0.0,0.0,0.0,-1.356666666666667,0.77,El Nino,1.0
2006,Spring,61.21675331655921,69.37307692307692,54.18670329670329,16.0,106.01,3.82,0,1,15.18637362637363,LCBC1,0.0,0.0,0.0,3.3366666666666664,-0.37,Neutral,0.0
2006,Summer,67.86942688514226,77.20771739130434,59.869239130434785,13.0,186.0,0.0,0,0,17.338478260869557,LCBC1,0.0,0.0,0.0,-0.2866666666666666,0.1,Neutral,0.0
2006,Winter,56.87871691349498,65.66701149425288,48.55183908045977,5.0,65.01,6.949999999999999,0,0,17.115172413793104,LCBC1,0.0,0.0,0.0,1.7633333333333334,-0.85,La Nina,-1.0
2007,Fall,60.84906484457047,69.82673913043479,52.68576086956522,3.0,24.0,2.49,0,0,17.140978260869566,LCBC1,0.0,0.0,0.0,-4.996666666666667,-1.34,La Nina,-1.0
2007,Spring,60.152359452142065,69.01087912087912,52.27494505494506,7.0,20.0,0.6899999999999995,0,0,16.735934065934067,LCBC1,0.0,0.0,0.0,-4.920000000000001,-0.32,Neutral,0.0
2007,Summer,67.17156026509261,76.42304347826087,59.371086956521744,30.0,23.0,0.2099999999999999,0,0,17.051956521739122,LCBC1,0.0,0.0,0.0,-5.886666666666667,-0.56,La Nina,-1.0
2007,Winter,57.990440894451766,67.58844444444445,49.711333333333336,6.0,194.99,3.62,1,0,17.877111111111113,LCBC1,0.0,0.0,0.0,-2.8466666666666662,0.66,El Nino,1.0
2008,Fall,62.46427925402418,72.27271739130435,54.436413043478254,4.0,24.99,3.16,0,0,17.8363043478261,LCBC1,0.0,0.0,0.0,-3.776666666666667,-0.35,Neutral,0.0
2008,Spring,61.582905844155846,70.93351648351648,52.395164835164834,7.0,22.01,0.1500000000000003,0,0,18.53835164835165,LCBC1,0.0,0.0,0.0,-4.163333333333333,-1.01,La Nina,-1.0
2008,Summer,67.28848864113984,75.99844155844156,59.89714285714285,20.0,20.0,10.73,0,0,16.101298701298703,LCBC1,0.0,0.0,0.0,-4.31,-0.37,Neutral,0.0
2008,Winter,56.77305562191432,65.26395604395604,48.86857142857143,6.0,25.99,8.07,0,1,16.395384615384614,LCBC1,0.0,0.0,0.0,-3.3000000000000003,-1.64,La Nina,-1.0
2009,Fall,60.923005453161096,70.22815217391305,53.03402173913044,5.0,18.99,4.08,0,0,17.194130434782608,LCBC1,0.0,0.0,0.0,0.8266666666666667,1.01,El Nino,1.0
2009,Spring,61.265936853002074,69.94505494505495,53.45054945054945,1.0,21.0,0.1800000000000006,0,0,16.494505494505496,LCBC1,0.0,0.0,0.0,-3.986666666666667,-0.33,Neutral,0.0
2009,Summer,66.92049241104608,76.11329545454545,59.04556818181818,7.0,18.99,0.0,0,0,17.067727272727268,LCBC1,0.0,0.0,0.0,-3.91,0.45,Neutral,0.0
2009,Winter,58.65921557971014,67.94455555555555,50.63355555555556,5.0,22.01,4.17,0,0,17.310999999999993,LCBC1,0.0,0.0,0.0,-3.706666666666667,-0.85,La Nina,-1.0
2010,Fall,59.53424001993333,67.57565217391304,52.978913043478265,6.0,38.99,9.17,0,0,14.596739130434775,LCBC1,0.0,0.0,0.0,2.393333333333333,-1.64,La Nina,-1.0
2010,Spring,59.71554208472687,68.51648351648352,51.900769230769235,12.0,44.0,0.7299999999999986,0,0,16.615714285714283,LCBC1,0.0,0.0,0.0,0.7433333333333333,0.35,Neutral,0.0
2010,Summer,63.33332880434783,72.11010869565217,55.858586956521734,14.0,21.0,0.0300000000000011,0,0,16.25152173913044,LCBC1,0.0,0.0,0.0,0.8366666666666666,-1.05,La Nina,-1.0
2010,Winter,58.416903784219,67.46511111111111,50.63344444444445,10.0,24.0,7.210000000000001,0,0,16.831666666666663,LCBC1,0.0,0.0,0.0,0.92,1.5,El Nino,1.0
2011,Fall,59.70298301377262,68.1075,52.13119565217391,3.0,22.01,2.84,0,0,15.976304347826094,LCBC1,0.0,0.0,0.0,0.0233333333333333,-1.01,La Nina,-1.0
2011,Spring,58.79444597069597,67.2178021978022,50.79054945054945,7.0,18.99,0.2799999999999993,0,0,16.42725274725275,LCBC1,0.0,0.0,0.0,0.0633333333333333,-0.73,La Nina,-1.0
2011,Summer,64.00810292422933,72.4823595505618,57.0670786516854,35.0,21.0,0.0099999999999997,0,0,15.415280898876397,LCBC1,0.0,0.0,0.0,0.3733333333333333,-0.48,Neutral,0.0
2011,Winter,55.94451247987117,64.55644444444444,48.10088888888889,7.0,24.0,4.300000000000001,0,0,16.45555555555555,LCBC1,0.0,0.0,0.0,2.4499999999999997,-1.42,La Nina,-1.0
2012,Fall,61.52576094833019,70.26054347826087,53.69641304347826,3.0,18.01,3.49,0,0,16.564130434782612,LCBC1,0.0,0.0,0.0,-3.6466666666666665,0.27,Neutral,0.0
2012,Spring,60.48739349418697,68.21021978021979,53.24296703296703,8.0,21.0,1.37,0,0,14.967252747252758,LCBC1,0.0,0.0,0.0,-2.6133333333333333,-0.47,Neutral,0.0
2012,Summer,67.00220912456321,75.38,59.78304347826087,12.0,34.99,0.0199999999999995,0,0,15.596956521739124,LCBC1,0.0,0.0,0.0,-3.826666666666666,0.25,Neutral,0.0
2012,Winter,57.61523132664437,66.45153846153846,49.18703296703297,2.0,22.01,3.2500000000000004,0,0,17.264505494505492,LCBC1,0.0,0.0,0.0,-2.106666666666667,-0.86,La Nina,-1.0
2013,Fall,62.950688965028355,72.69565217391305,54.30510869565217,2.0,32.99,0.0,0,0,18.390543478260874,LCBC1,0.0,0.0,0.0,-6.703333333333333,-0.18,Neutral,0.0
2013,Spring,62.6802580028667,71.13241758241759,54.72582417582418,2.0,20.0,0.2000000000000001,0,0,16.40659340659341,LCBC1,2.0,48502.0,24251.0,-6.510000000000001,-0.3,Neutral,0.0
2013,Summer,66.20593628272327,74.72728260869565,58.80391304347826,15.0,22.01,0.0,0,0,15.923369565217383,LCBC1,0.0,0.0,0.0,-7.413333333333333,-0.4,Neutral,0.0
2013,Winter,57.13555946911911,66.53288888888889,48.78933333333333,4.0,37.0,1.6100000000000003,0,0,17.74355555555556,LCBC1,0.0,0.0,0.0,-4.3566666666666665,-0.43,Neutral,0.0
2014,Fall,64.8058854599874,73.16195652173913,57.38065217391304,4.0,25.99,3.93,0,0,15.781304347826088,LCBC1,0.0,0.0,0.0,-6.283333333333334,0.49,Neutral,0.0
2014,Spring,64.05717490842491,72.66021978021978,55.46296703296704,4.0,27.0,0.2000000000000001,1,0,17.19725274725274,LCBC1,0.0,0.0,0.0,-7.363333333333333,0.04,Neutral,0.0
2014,Summer,69.52410778985507,77.65228260869566,61.881956521739134,23.0,21.0,0.0300000000000002,0,0,15.770326086956524,LCBC1,0.0,0.0,0.0,-7.616666666666667,0.05,Neutral,0.0
2014,Winter,60.73700769880797,69.86666666666666,52.77855555555555,2.0,23.0,6.16,0,0,17.08811111111111,LCBC1,0.0,0.0,0.0,-7.026666666666666,-0.42,Neutral,0.0
2015,Fall,65.07845107120353,73.67467391304348,57.19532608695653,6.0,22.01,0.2,0,0,16.47934782608695,LCBC1,1.0,1287.0,1287.0,-5.06,2.42,El Nino,1.0
2015,Spring,61.51576025641026,69.11912087912089,53.88054945054945,7.0,20.0,1.3699999999999992,0,0,15.238571428571433,LCBC1,0.0,0.0,0.0,-6.133333333333333,0.7,El Nino,1.0
2015,Summer,70.41395734877128,78.32663043478261,62.92478260869565,22.0,18.01,1.6800000000000015,0,0,15.401847826086964,LCBC1,0.0,0.0,0.0,-5.516666666666667,1.52,El Nino,1.0
2015,Winter,62.772710547504026,71.55566666666667,54.60044444444444,8.0,23.0,3.21,0,0,16.955222222222226,LCBC1,0.0,0.0,0.0,-5.676666666666667,0.55,El Nino,1.0
2016,Fall,62.87263795385956,69.89184782608696,56.26097826086957,8.0,20.0,6.06,0,0,13.630869565217388,LCBC1,0.0,0.0,0.0,-4.533333333333333,-0.69,La Nina,-1.0
2016,Spring,62.06908882783883,68.71153846153847,55.75901098901099,8.0,21.0,0.3600000000000003,0,0,12.952527472527478,LCBC1,1.0,2304.0,2304.0,-5.303333333333334,0.94,El Nino,1.0
2016,Summer,67.68552018889271,74.41282608695651,61.07641304347826,8.0,21.0,0.0,0,0,13.336413043478252,LCBC1,1.0,32580.44,32580.44,-5.66,-0.36,Neutral,0.0
2016,Winter,60.488507294488606,68.0785393258427,53.394494382022465,8.0,34.0,7.88,0,0,14.684044943820233,LCBC1,0.0,0.0,0.0,-4.916666666666667,2.48,El Nino,1.0
2017,Fall,65.27408239459815,72.57717391304348,58.36913043478261,3.0,23.0,0.0,0,0,14.208043478260867,LCBC1,1.0,281893.0,281893.0,-3.8666666666666663,-0.65,La Nina,-1.0
2017,Spring,61.318347069597074,68.52736263736263,54.65912087912088,7.0,22.01,0.360000000000003,0,0,13.868241758241751,LCBC1,0.0,0.0,0.0,-2.2933333333333334,0.2,Neutral,0.0
2017,Summer,68.13007837114051,74.32597826086956,62.381956521739134,12.0,21.0,0.0499999999999971,0,0,11.944021739130427,LCBC1,0.0,0.0,0.0,-3.0966666666666662,0.14,Neutral,0.0
2017,Winter,57.40325966183575,63.34455555555556,51.489666666666665,12.0,25.99,13.68,0,2,11.854888888888894,LCBC1,0.0,0.0,0.0,-1.3266666666666669,-0.34,Neutral,0.0
2018,Fall,64.82096072139001,71.57000000000001,58.509019607843136,3.0,20.0,3.56,0,0,13.060980392156871,LCBC1,2.0,101330.0,96949.0,-4.3500000000000005,0.76,El Nino,1.0
2018,Spring,60.52220795508839,66.97681318681319,54.331208791208795,8.0,18.99,0.0499999999999998,0,0,12.645604395604394,LCBC1,0.0,0.0,0.0,-4.553333333333334,-0.5,La Nina,-1.0
2018,Summer,68.84481529615627,75.09641304347826,63.13054347826087,18.0,20.0,0.0,0,0,11.965869565217396,LCBC1,0.0,0.0,0.0,-4.833333333333333,0.09,Neutral,0.0
2018,Winter,58.921041311452115,65.61164705882352,52.612117647058824,7.0,24.0,5.29,0,0,12.999529411764698,LCBC1,0.0,0.0,0.0,-4.63,-0.92,La Nina,-1.0
2019,Fall,62.875254192546585,69.35913043478261,56.96619565217392,1.0,27.0,6.540000000000001,1,1,12.392934782608698,LCBC1,2.0,12374.0,9999.0,0.9433333333333334,0.35,Neutral,0.0
2019,Spring,60.95912315522641,66.45466666666667,56.45488888888888,23.0,20.0,1.290000000000001,0,0,9.999777777777789,LCBC1,0.0,0.0,0.0,1.5633333333333332,0.66,El Nino,1.0
2019,Summer,67.38774456521739,73.48902173913044,62.24054347826087,20.0,20.0,0.0,0,0,11.248478260869568,LCBC1,0.0,0.0,0.0,1.5333333333333332,0.28,Neutral,0.0
2019,Winter,57.54956599378882,62.50044444444445,52.63455555555555,8.0,28.99,6.779999999999999,1,2,9.865888888888897,LCBC1,0.0,0.0,0.0,1.4466666666666663,0.75,El Nino,1.0
2020,Fall,63.44914855072464,70.44565217391305,57.18478260869565,4.0,32.0,2.03,1,0,13.260869565217398,LCBC1,0.0,0.0,0.0,-1.67,-1.17,La Nina,-1.0
2020,Spring,62.57868131868132,68.72571428571429,56.94494505494505,8.0,20.0,1.7199999999999998,0,0,11.780769230769238,LCBC1,0.0,0.0,0.0,1.5599999999999998,0.19,Neutral,0.0
2020,Summer,67.32438119512058,74.34782608695652,61.42391304347826,12.0,20.0,0.0,0,0,12.923913043478258,LCBC1,0.0,0.0,0.0,-0.3066666666666666,-0.41,Neutral,0.0
2020,Winter,58.32308807134894,64.24274725274725,52.60472527472527,6.0,22.01,3.829999999999999,0,0,11.638021978021982,LCBC1,0.0,0.0,0.0,-0.71,0.5,El Nino,1.0
2021,Fall,60.78155482041588,66.73913043478261,54.95652173913044,4.0,29.0,10.82,2,2,11.782608695652172,LCBC1,0.0,0.0,0.0,-4.846666666666667,-0.81,La Nina,-1.0
2021,Spring,61.190154048849706,67.24175824175825,55.94505494505494,6.0,23.0,0.0399999999999999,0,0,11.296703296703306,LCBC1,0.0,0.0,0.0,-5.763333333333333,-0.66,La Nina,-1.0
2021,Summer,66.36325208607818,71.98913043478261,61.52173913043478,11.0,24.0,0.05,0,0,10.467391304347828,LCBC1,0.0,0.0,0.0,-7.19,-0.4,Neutral,0.0
2021,Winter,58.14333735909823,64.62222222222222,51.65555555555556,6.0,25.0,2.08,1,1,12.96666666666666,LCBC1,0.0,0.0,0.0,-3.1833333333333336,-1.05,La Nina,-1.0
2022,Fall,61.57608782331322,67.40217391304348,56.41304347826087,5.0,29.0,3.91,1,1,10.989130434782616,LCBC1,0.0,0.0,0.0,-2.813333333333333,-0.99,La Nina,-1.0
2022,Spring,61.9387408657595,68.3956043956044,55.934065934065934,7.0,20.0,0.5900000000000001,0,0,12.46153846153846,LCBC1,0.0,0.0,0.0,-4.773333333333333,-1.06,La Nina,-1.0
2022,Summer,68.40120629885622,74.6413043478261,63.0,29.0,22.0,0.25,0,0,11.641304347826091,LCBC1,0.0,0.0,0.0,-4.996666666666667,-0.81,La Nina,-1.0
2022,Winter,60.3475040257649,66.87777777777778,54.06666666666667,6.0,31.0,1.3099999999999987,1,1,12.81111111111111,LCBC1,0.0,0.0,0.0,-4.01,-0.97,La Nina,-1.0
2023,Fall,63.94507246376811,70.32608695652173,57.94565217391305,5.0,23.0,2.64,0,0,12.380434782608688,LCBC1,1.0,2715.0,2715.0,1.5233333333333334,1.78,El Nino,1.0
2023,Spring,59.11446886446887,64.74725274725274,54.08791208791209,23.0,21.0,0.5500000000000007,0,0,10.659340659340655,LCBC1,0.0,0.0,0.0,3.5766666666666667,0.16,Neutral,0.0
2023,Summer,66.69655797101449,73.05434782608695,61.16304347826087,26.0,23.0,4.57,0,0,11.891304347826086,LCBC1,0.0,0.0,0.0,3.11,1.07,El Nino,1.0
2023,Winter,55.347544283413846,60.95555555555555,49.86666666666667,11.0,27.0,15.13,1,1,11.088888888888889,LCBC1,0.0,0.0,0.0,3.7533333333333334,-0.68,La Nina,-1.0
2024,Fall,60.515036231884054,67.26086956521739,54.17391304347826,5.0,23.0,0.31,0,0,13.086956521739133,LCBC1,2.0,23939.06,19902.06,-1.8766666666666667,-0.26,Neutral,0.0
2024,Spring,59.4436016881669,65.54945054945055,53.91208791208791,17.0,19.0,1.0,0,0,11.637362637362642,LCBC1,0.0,0.0,0.0,2.796666666666667,0.71,El Nino,1.0
2024,Summer,65.72146739130434,72.90217391304348,59.73913043478261,20.0,20.0,0.0,0,0,13.163043478260876,LCBC1,0.0,0.0,0.0,0.9633333333333332,0.04,Neutral,0.0
2024,Winter,57.16409858257685,63.37362637362637,51.56043956043956,15.0,26.0,16.259999999999998,0,1,11.81318681318681,LCBC1,0.0,0.0,0.0,2.306666666666666,1.78,El Nino,1.0
2025,Winter,56.794524959742354,63.41111111111111,50.67777777777778,2.0,32.0,4.789999999999999,2,2,12.733333333333334,LCBC1,0.0,0.0,0.0,-3.223333333333333,-0.59,La Nina,-1.0
2000,Fall,58.390124949097114,66.03928571428571,49.50928571428571,5.63,32.21,0.0,3,5,16.53,KNTD,0.0,0.0,0.0,-0.3533333333333333,-0.63,La Nina,-1.0
2000,Spring,58.3091999471954,64.109375,50.528125,6.3,35.68,0.0,0,1,13.581249999999995,KNTD,1.0,1024.24,1024.24,1.38,-0.81,La Nina,-1.0
2000,Summer,66.1052139441394,72.41538461538461,58.629487179487185,27.28,21.85,0.0,0,0,13.785897435897423,KNTD,0.0,0.0,0.0,0.8366666666666666,-0.55,La Nina,-1.0
2000,Winter,54.61499472557544,60.58983050847458,48.26101694915254,15.7,28.77,0.0,0,2,12.328813559322036,KNTD,0.0,0.0,0.0,-0.2733333333333332,-1.66,La Nina,-1.0
2001,Fall,57.995646635035214,64.715,50.24857142857143,11.27,79.41,0.0,1,1,14.466428571428573,KNTD,0.0,0.0,0.0,-0.47,-0.29,Neutral,0.0
